,JPM,BAC,C,WFC,GS,MS,USB,PNC,TFC,COF,SCHW,BK,STT,AXP,FITB,HBAN,RF,KEY,CFG,MTB,SYF,ALLY,SOFI,ZION,CMA,WAL,FHN,WBS,EWBC,PNFP,CBSH,BOKF,FNB,ONB,SNV,VLY,WTFC,ASB,CFR,UMBF,PB,IBOC,HWC,SF,BOH,WSFS,TCBI,COLB,CATY
CMA,0.5613041121439115,0.6132907463722703,0.60991536863541,0.6300540216490004,0.6189934972365602,0.6143644878484128,0.7321016719234918,0.7084909897454326,0.7373326584144562,0.6517332657450681,0.5035900467851439,0.5230119185734575,0.6531782914260137,0.6985823009669017,0.7689160893957606,0.7158892519227016,0.7621295337442597,0.7843116939789655,0.7869622643003255,0.7330314958207291,0.6951963396988903,0.6890041155139937,0.5046390797453348,0.7639449602644324,1.0,0.7503125793535755,0.7666110561110665,0.7778887734560979,0.7473581565195094,0.6820947014667719,0.7157750578696201,0.7255730740697749,0.7796271411974293,0.7653647809968486,0.6961267503691486,0.758724026611561,0.7834822053882237,0.7763629751772131,0.7497889369053221,0.7636599256438539,0.6653327942040379,0.6869784083258236,0.7400065146124611,0.693555232014389,0.6379228470718576,0.6872378821055455,0.7466864214253375,0.6902522425360833,0.7093128556133781
WAL,0.6440737306498434,0.6959065391861671,0.7333553478169682,0.7123070963275873,0.6984721005996355,0.6948751421703346,0.8255643803904589,0.814430196094858,0.8925630444997474,0.7960846676197546,0.5258745986554298,0.5778767291512472,0.7241855961984383,0.8002633411853177,0.8169338925910475,0.8447889688937618,0.8407239510076903,0.8836479986071832,0.8899249094770051,0.8280915723351764,0.8065723994472037,0.7777146420630526,0.5787782357470136,0.886207129527271,0.7503125793535755,1.0,0.8314168829000058,0.8728878572380603,0.883956241710439,0.8010792970236136,0.7947156494254878,0.8093765587362097,0.895528466788564,0.8904289130794383,0.795212808523444,0.8458072912410174,0.8758698140696941,0.8861620163107997,0.8251467038106342,0.8661534599567402,0.7509603894293124,0.823727020868109,0.8653979949159576,0.7570734676548364,0.7759537012720515,0.823372761560556,0.8392464226710855,0.8314286430023914,0.8144097680401352
FHN,0.6648979353125377,0.6914337121990264,0.7365497330485907,0.7126591708357346,0.7147082630011825,0.6875459705145732,0.8251970612573547,0.8193804250699086,0.8556282364062178,0.756576830455428,0.5925917293333463,0.5850755178742904,0.7130218152890059,0.7718698030016763,0.799422378095536,0.8166032757972314,0.8254568301847658,0.8677406606657265,0.8679309068395344,0.8221266478143585,0.7916563596260948,0.7236341904612185,0.5724988187104841,0.8449567095039453,0.7666110561110665,0.8314168829000058,1.0,0.8685047227206429,0.8239453436812699,0.7579792722987821,0.7849575150074329,0.77575754469501,0.8629363176541746,0.8400834902245807,0.750018064142598,0.8022357140923102,0.8757861015202534,0.8506978442379872,0.7880503380461501,0.8040149195160683,0.7144349708455272,0.7551001164880649,0.8580694527592156,0.7422986474565159,0.7323259369657006,0.7516841079955487,0.7916993903401657,0.7816599379579764,0.7421835046395534
WBS,0.6611856543166942,0.7314136951009458,0.7446899447070889,0.7224708742329802,0.6896970589642281,0.7051025277649235,0.8537803719183922,0.8396841888593123,0.8833735843441161,0.788523437405239,0.5628786596327885,0.5611770419693295,0.7042122110967335,0.7721198329847652,0.8091725658620958,0.840289896986992,0.8592710341339337,0.8925349118465166,0.8972820497046411,0.8295979769388196,0.8181243121177174,0.743496231526778,0.5564884637236363,0.875111881880729,0.7778887734560979,0.8728878572380603,0.8685047227206429,1.0,0.8749890371929591,0.8104157112180077,0.8065585921497287,0.794711433732126,0.9165780118572314,0.8942604787829016,0.8094480463777041,0.8569434391033589,0.9220218077938003,0.8966697965832017,0.8358052511242512,0.8417221123443455,0.7653270308284289,0.8026564162380462,0.8819003067875699,0.7832222697126469,0.7564793113458315,0.8166388179103161,0.859585786266528,0.8376877660174683,0.8154225512372517
EWBC,0.6611725367999427,0.7342940212715465,0.7362777430235307,0.7093898494801095,0.6893569815890043,0.6997779553908292,0.851246268772489,0.8292291432301575,0.8744421837236349,0.7834201880179892,0.5939911092078515,0.6074952779403788,0.7339814769167389,0.787523073871519,0.8282769106461654,0.842359116197421,0.8593439634123753,0.8909276525574474,0.8768333335093892,0.8649012113095833,0.8066915074518918,0.7518765151627701,0.5303084293490602,0.8714697968203792,0.7473581565195094,0.883956241710439,0.8239453436812699,0.8749890371929591,1.0,0.8163092093059972,0.8244952774858176,0.7960096242686667,0.8948058887592857,0.8859004349327906,0.802759189769018,0.8214161407771751,0.8814646523537523,0.8928195325776008,0.8492604825979311,0.8625797682188616,0.7873913685980284,0.8119947508071308,0.8691161665196394,0.7823657269793393,0.7794349336822418,0.8221145916251456,0.8585870266533061,0.8338914277176244,0.8274930656364473
PNFP,0.577782721240019,0.6809945940991111,0.6619108079652463,0.6500693444915839,0.6194747323444292,0.6583347957927804,0.787413787270304,0.7937745933349825,0.8050235043181236,0.7098037477741838,0.5320146703245457,0.5430033917785037,0.6463309467775724,0.7240481944749555,0.8059563051640971,0.8159161563333979,0.7862290133068999,0.8103473917762707,0.8226224477438799,0.8034823134821162,0.7371297792924285,0.7056441357910496,0.5113946811578592,0.8139541000214114,0.6820947014667719,0.8010792970236136,0.7579792722987821,0.8104157112180077,0.8163092093059972,1.0,0.7880326651999273,0.7827017939261769,0.8228360725887105,0.833830079133051,0.8748940084411041,0.767670144212006,0.8241673115001303,0.8050823995913021,0.7949685305876327,0.8205939790440564,0.7581047551085087,0.7606046507557848,0.8078291463051296,0.6947967128407865,0.7227892136958134,0.7635014564008423,0.7951901095358683,0.710385010659884,0.7956070598221509
CBSH,0.5893769028095323,0.6500543761191546,0.6113748297183629,0.6099073546447905,0.5718382769971246,0.581310339298159,0.7626296381540297,0.7907342543917852,0.806350527387681,0.6771295558452646,0.5391359584537033,0.5742779468858094,0.6754262674752749,0.7290258117015468,0.8176822287085429,0.8061201088921129,0.815712228696917,0.7987557197931885,0.804307060216003,0.8029807010192571,0.7016265877021017,0.6467916400118802,0.4107744420689517,0.8407040949143828,0.7157750578696201,0.7947156494254878,0.7849575150074329,0.8065585921497287,0.8244952774858176,0.7880326651999273,1.0,0.801080088885623,0.8436411915582633,0.8418780744475212,0.7285421915605017,0.7753575354432621,0.8281852570384641,0.8304976517746954,0.8506767574131419,0.852316248743614,0.7838201663723487,0.7889456035148471,0.8549980628947309,0.6859264171520417,0.7765678323047933,0.7936842226750076,0.8367565042862387,0.8207450783555674,0.8161972076528862
BOKF,0.5467580332127281,0.6331199386546303,0.6317794867972668,0.6222074275625536,0.5802813626805707,0.5908399611420434,0.7731599702188283,0.7875129911584889,0.8016464605189135,0.6650420683856649,0.5064671267085781,0.5406465496135014,0.6796565657779894,0.6727514203559531,0.7972425168327357,0.7788573280495851,0.7976350061593558,0.7991379980977847,0.8162704754352559,0.784719793989552,0.6828989722533925,0.669510503088149,0.47496971769538787,0.8472591748344953,0.7255730740697749,0.8093765587362097,0.77575754469501,0.794711433732126,0.7960096242686667,0.7827017939261769,0.801080088885623,1.0,0.8550545516501838,0.8342861585794923,0.7284865842677533,0.810608552378151,0.8300103196079662,0.8356003387552652,0.8315044264329272,0.8328528773920372,0.7723105747699915,0.789576559964032,0.8557435876071502,0.660037803087454,0.7688913955821508,0.8132737366463351,0.8512438663943243,0.7996252976378638,0.8075335750169845
FNB,0.6898727332894221,0.7628917901713762,0.7611494844595762,0.7503438317861528,0.7100441601482808,0.7216359223924826,0.8709122008628662,0.8622560614241257,0.912216068837779,0.8159751651903228,0.5893866057132623,0.6307540149762778,0.7652921488033475,0.7967450280016747,0.8512648722028494,0.8742108729306064,0.9025516954690044,0.9027300003254017,0.9158070018081047,0.8693223775584896,0.8249688745848518,0.7760573146856596,0.5660673217190029,0.9227019405595032,0.7796271411974293,0.895528466788564,0.8629363176541746,0.9165780118572314,0.8948058887592857,0.8228360725887105,0.8436411915582633,0.8550545516501838,1.0,0.9289460036825542,0.8042614092194588,0.8909255988278353,0.9289924262877187,0.9237930009212195,0.8689016692814225,0.884669267715134,0.8214451291011091,0.8361768940540115,0.9116232475242907,0.784424028523995,0.8307659579909912,0.8695122179598468,0.8918813758362818,0.8799500214852064,0.8676611199550294
ONB,0.6578776727156401,0.7209380140365084,0.7080890806498953,0.7145794139179003,0.6815304487088807,0.7046519496851269,0.8606125425679506,0.8422611492960282,0.879925867376143,0.7883001500394645,0.5776762688344346,0.5971257856594065,0.737643294691814,0.7773228226746248,0.8542274604910289,0.8624579857481539,0.864943440429017,0.8840833616003494,0.8990323685834984,0.8608532682304213,0.780114093935012,0.7453473880216052,0.5344940044674558,0.8952485141166793,0.7653647809968486,0.8904289130794383,0.8400834902245807,0.8942604787829016,0.8859004349327906,0.833830079133051,0.8418780744475212,0.8342861585794923,0.9289460036825542,1.0,0.782117486698006,0.856800683692236,0.8994460244443853,0.9174316142694441,0.8447336511502302,0.9020896917254166,0.8072962886364842,0.8537577840161465,0.899709448304281,0.7607323172250747,0.8002437451428385,0.8556194824485046,0.8840363265233208,0.8585783820422866,0.8629826407128126
SNV,0.5648819497537496,0.6809313387057405,0.661767869908075,0.6830713758554834,0.619094674457707,0.6567420087413852,0.7797605378769558,0.7630493942519666,0.7998287635803821,0.700772535562102,0.524547208306973,0.5514612837381967,0.660527110299716,0.7182862434493472,0.7503266585232989,0.7413746201623704,0.7913544997915378,0.8262877185508829,0.7952821660542944,0.7843411816313257,0.7503769710357087,0.6999877275922834,0.5289958640287592,0.7878962302848925,0.6961267503691486,0.795212808523444,0.750018064142598,0.8094480463777041,0.802759189769018,0.8748940084411041,0.7285421915605017,0.7284865842677533,0.8042614092194588,0.782117486698006,1.0,0.745595253419387,0.8198196117886787,0.7768131471087515,0.7472261054702941,0.7703516130483888,0.6967067223181298,0.6976685078638297,0.7824500524787164,0.7135685374369566,0.6822392675524118,0.7177349242914653,0.7564214246253749,0.6823712122212221,0.7316921979941216
VLY,0.5790340863656649,0.6642512830238172,0.6542734642560931,0.6553087287576543,0.6282724770509757,0.6302230511480735,0.800008860868904,0.7945329502880644,0.8449177556438221,0.7175294929317036,0.42976107861394713,0.5257412559703157,0.6893602954245222,0.7131409641638898,0.8040203029625745,0.7967482137058197,0.842986683021272,0.8501772105696724,0.8639141479134383,0.8104970939298549,0.7332624705043918,0.74790505314855,0.5496988578870537,0.8495552672675559,0.758724026611561,0.8458072912410174,0.8022357140923102,0.8569434391033589,0.8214161407771751,0.767670144212006,0.7753575354432621,0.810608552378151,0.8909255988278353,0.856800683692236,0.745595253419387,1.0,0.8693100889562176,0.8725716944216693,0.8055435354567896,0.8654172261844729,0.755767230213368,0.829500535355101,0.8623751016432547,0.6632471342991014,0.8110857623533687,0.8488256052811883,0.8679953895753565,0.8525438071487915,0.8425030043971604
WTFC,0.6613731293320452,0.7362039162320041,0.7459860184152376,0.7168954067144796,0.7009826819799506,0.6959217750343241,0.8621242109785446,0.8435565521438085,0.885442286712362,0.7802581790289885,0.5708309539447769,0.5925358067225209,0.7422325627120091,0.7895638261191105,0.8434519068676135,0.8421356034861461,0.8745199814562471,0.893508987175411,0.8994780264515148,0.855459021182424,0.8170237114204341,0.7539996566669425,0.5738885907304759,0.8821550113574471,0.7834822053882237,0.8758698140696941,0.8757861015202534,0.9220218077938003,0.8814646523537523,0.8241673115001303,0.8281852570384641,0.8300103196079662,0.9289924262877187,0.8994460244443853,0.8198196117886787,0.8693100889562176,1.0,0.9093703039397167,0.8716768579439907,0.8775932767232589,0.7995374696829988,0.8193878381850531,0.8952335951778895,0.7740340369497697,0.7843990100234164,0.8476051798543807,0.8832858929006446,0.8380216309324852,0.8437065392052968
ASB,0.645048708706995,0.7182993099354813,0.7277214958067006,0.721794814181559,0.6922105909631115,0.6945061207027763,0.8758631172713287,0.8500338186086835,0.8832194964348247,0.8059759308732359,0.5475855003033104,0.6109969879377024,0.7687929045394667,0.7988029923423445,0.8516465973321724,0.8547156280187055,0.8809595886197922,0.899820694273552,0.9017914014280055,0.850586240266186,0.8131898648339321,0.7867862138073011,0.5616711364734948,0.8795327564907238,0.7763629751772131,0.8861620163107997,0.8506978442379872,0.8966697965832017,0.8928195325776008,0.8050823995913021,0.8304976517746954,0.8356003387552652,0.9237930009212195,0.9174316142694441,0.7768131471087515,0.8725716944216693,0.9093703039397167,1.0,0.875551158398608,0.8886767984964954,0.7954842158766965,0.8483015997790103,0.9082107496216122,0.7689789541339253,0.8148263576449384,0.8547070563808111,0.877031524529529,0.8577939109002506,0.8764983211352494
CFR,0.6296019441291252,0.7052307662142252,0.6987329383329967,0.6825782065317304,0.6592735643787723,0.660982052719218,0.83179021065749,0.8300832416867153,0.8402106085714481,0.7134071185408362,0.5686318262335429,0.6439598998363062,0.7343727025770976,0.7603987699004853,0.8474052558669831,0.8405903963893531,0.8531190508387793,0.8508582670827342,0.8486570873280875,0.8458129928018768,0.7626957791164125,0.7074113618737193,0.4907452369566204,0.8354439439679532,0.7497889369053221,0.8251467038106342,0.7880503380461501,0.8358052511242512,0.8492604825979311,0.7949685305876327,0.8506767574131419,0.8315044264329272,0.8689016692814225,0.8447336511502302,0.7472261054702941,0.8055435354567896,0.8716768579439907,0.875551158398608,1.0,0.8588484553130429,0.7721883851383033,0.7863398398271851,0.8544217345568548,0.7239924396725954,0.760273169568037,0.8215040768512323,0.848654554388148,0.8038364719844445,0.8304678961351126
UMBF,0.6062407768160948,0.6895179220068862,0.6861486589183582,0.68178663131444,0.6706846220597924,0.6774023938362187,0.8341475190963906,0.828507463049752,0.8570149032583907,0.7548989103492456,0.5166230160241301,0.5982616590001721,0.7473433209535382,0.7675490812643339,0.8557521324385152,0.857882868411799,0.8691536851892849,0.8719544378558062,0.8728132941751632,0.8516959859054775,0.7650813140008816,0.7444089244227079,0.5328359321183254,0.8625139586448877,0.7636599256438539,0.8661534599567402,0.8040149195160683,0.8417221123443455,0.8625797682188616,0.8205939790440564,0.852316248743614,0.8328528773920372,0.884669267715134,0.9020896917254166,0.7703516130483888,0.8654172261844729,0.8775932767232589,0.8886767984964954,0.8588484553130429,1.0,0.781278064796025,0.8414434819308528,0.8901051602238774,0.7460906830135882,0.8000716938695457,0.8491710127957223,0.8516444786332966,0.8638770809352064,0.8728452222615259
PB,0.5316842421036695,0.5981071854567549,0.5717068689934677,0.58681721172968,0.5032815064846233,0.5353674827397112,0.7601581313179506,0.7497664160076916,0.7837653271638274,0.6440254178845833,0.45943076873532174,0.49578642513407806,0.6278775368436464,0.662738813955808,0.7818900921630703,0.7582245334536158,0.7731287048029243,0.7664010654818615,0.7760645489914682,0.7762545848009357,0.626003859190412,0.6567634209283705,0.4026836446016467,0.7954352841491861,0.6653327942040379,0.7509603894293124,0.7144349708455272,0.7653270308284289,0.7873913685980284,0.7581047551085087,0.7838201663723487,0.7723105747699915,0.8214451291011091,0.8072962886364842,0.6967067223181298,0.755767230213368,0.7995374696829988,0.7954842158766965,0.7721883851383033,0.781278064796025,1.0,0.7874083782322497,0.8125519238450195,0.6475711786444048,0.7613615275013763,0.7640948741113953,0.7945156306851869,0.7906902785329228,0.7929433455808581
IBOC,0.5495407075303105,0.622340110154961,0.6223718776361504,0.6312803204582212,0.5830248820476567,0.589703846320634,0.7653961905318291,0.7656888148889164,0.796728119485812,0.7240126942809229,0.4467756219380692,0.5048836942517134,0.6627743647255724,0.7020877439682013,0.7839367875631162,0.780445301441805,0.8034376082053482,0.7880061775658221,0.8172681561055063,0.8013699865723168,0.7044122633406122,0.7043371772765387,0.42484991944840533,0.8073227656006511,0.6869784083258236,0.823727020868109,0.7551001164880649,0.8026564162380462,0.8119947508071308,0.7606046507557848,0.7889456035148471,0.789576559964032,0.8361768940540115,0.8537577840161465,0.6976685078638297,0.829500535355101,0.8193878381850531,0.8483015997790103,0.7863398398271851,0.8414434819308528,0.7874083782322497,1.0,0.8488441481351154,0.6569437432034353,0.8043448396045892,0.8477069874366877,0.8335911646068186,0.8268807133598721,0.8668670917538666
HWC,0.6344387387654857,0.6925836356784749,0.7082461054099919,0.6910058645096289,0.6572533061091127,0.6456319678691853,0.8598485166517007,0.8513882012114695,0.8758462665003776,0.7552683639532316,0.5065616217083974,0.5742189702196463,0.726454463412209,0.7651006939507171,0.8441247849185987,0.8412762341980486,0.8658518487023791,0.8630112628940992,0.8704749405302068,0.8594766112431067,0.7810060206833195,0.7340410179725255,0.5249577435239838,0.8721621750627798,0.7400065146124611,0.8653979949159576,0.8580694527592156,0.8819003067875699,0.8691161665196394,0.8078291463051296,0.8549980628947309,0.8557435876071502,0.9116232475242907,0.899709448304281,0.7824500524787164,0.8623751016432547,0.8952335951778895,0.9082107496216122,0.8544217345568548,0.8901051602238774,0.8125519238450195,0.8488441481351154,1.0,0.7428291460476931,0.8145610819586998,0.8523223073202878,0.870379953101702,0.8683282724357425,0.8667270666890852
SF,0.7189140240385227,0.7607547855668394,0.779955046161877,0.7331557981129917,0.8014099545366612,0.8262208518982241,0.7778894390005224,0.7431753082370114,0.7865783105945046,0.7769595292503584,0.697052287913709,0.6908714935279417,0.7683955493269701,0.8026718401938295,0.7210210760906307,0.7463681069058591,0.7617399560699618,0.8096516311102361,0.8079759194458301,0.7514299380456271,0.8042754741227067,0.726689700695826,0.6169701258359088,0.7380664823016312,0.693555232014389,0.7570734676548364,0.7422986474565159,0.7832222697126469,0.7823657269793393,0.6947967128407865,0.6859264171520417,0.660037803087454,0.784424028523995,0.7607323172250747,0.7135685374369566,0.6632471342991014,0.7740340369497697,0.7689789541339253,0.7239924396725954,0.7460906830135882,0.6475711786444048,0.6569437432034353,0.7428291460476931,1.0,0.6557724577287819,0.6271702506671952,0.7028126450449059,0.6811478034605642,0.6472059314046502
BOH,0.5582330004832313,0.6196593115355985,0.6123836126177705,0.588734745079445,0.6012178624719006,0.5952695320937177,0.7740367397216273,0.7628034549487215,0.8020127955016615,0.6592925688672394,0.4522817912000392,0.5466083862781129,0.6806317753374239,0.6803558632003116,0.7468033035991805,0.7488194350950083,0.7843124144823959,0.778752990167279,0.784969654398063,0.7735529709148801,0.6701977589402677,0.6689871309339873,0.41979741730067427,0.7689468476066876,0.6379228470718576,0.7759537012720515,0.7323259369657006,0.7564793113458315,0.7794349336822418,0.7227892136958134,0.7765678323047933,0.7688913955821508,0.8307659579909912,0.8002437451428385,0.6822392675524118,0.8110857623533687,0.7843990100234164,0.8148263576449384,0.760273169568037,0.8000716938695457,0.7613615275013763,0.8043448396045892,0.8145610819586998,0.6557724577287819,1.0,0.7968802756522875,0.7814302852765126,0.8096607018972233,0.8087465654939914
WSFS,0.536911791263232,0.638304139753558,0.6226056315574509,0.6313723518964204,0.5659450452033644,0.5832717004872353,0.7899106812063513,0.7867898359583049,0.8251615771485153,0.6752299158101418,0.468997469988398,0.5254653677618929,0.6754564306886448,0.6998147995894246,0.7703372658633023,0.7716547542467505,0.8014145993645906,0.8001337003949646,0.8236953296464932,0.8165161045356263,0.6714151324646924,0.6843093657885916,0.4320298330785661,0.8062530598337154,0.6872378821055455,0.823372761560556,0.7516841079955487,0.8166388179103161,0.8221145916251456,0.7635014564008423,0.7936842226750076,0.8132737366463351,0.8695122179598468,0.8556194824485046,0.7177349242914653,0.8488256052811883,0.8476051798543807,0.8547070563808111,0.8215040768512323,0.8491710127957223,0.7640948741113953,0.8477069874366877,0.8523223073202878,0.6271702506671952,0.7968802756522875,1.0,0.8466643878080549,0.8150560810418189,0.8672293432430881
TCBI,0.588987136074541,0.6620359651039539,0.6671336919399999,0.6453542864469993,0.6232152347456894,0.6353328863383733,0.8000643920387197,0.807443089618805,0.8215262106384836,0.717722275442731,0.5232510236348581,0.559843251377946,0.7088563856295733,0.7242913255871773,0.7991810482427493,0.8018071765881343,0.8328675157225311,0.8353107519556462,0.8542887520947986,0.8204870099654008,0.7252090426919534,0.7253528757842836,0.5163090172129252,0.8571829278346647,0.7466864214253375,0.8392464226710855,0.7916993903401657,0.859585786266528,0.8585870266533061,0.7951901095358683,0.8367565042862387,0.8512438663943243,0.8918813758362818,0.8840363265233208,0.7564214246253749,0.8679953895753565,0.8832858929006446,0.877031524529529,0.848654554388148,0.8516444786332966,0.7945156306851869,0.8335911646068186,0.870379953101702,0.7028126450449059,0.7814302852765126,0.8466643878080549,1.0,0.8219182270602456,0.8392861075379685
COLB,0.5927449736722711,0.6731104821342598,0.6723269544209305,0.6511625550143508,0.6079685779142142,0.6180064375578445,0.8081565069180232,0.8081392304104221,0.8418443103418489,0.6975983953563215,0.44246948061087543,0.5422786111686978,0.6924197010198873,0.7197892782871371,0.8081324788189972,0.823266728270766,0.8422684652879998,0.8341029709641666,0.8454138921008119,0.8106610455039732,0.7352687577596275,0.6984693857046108,0.49070384235088244,0.8451454437567892,0.6902522425360833,0.8314286430023914,0.7816599379579764,0.8376877660174683,0.8338914277176244,0.710385010659884,0.8207450783555674,0.7996252976378638,0.8799500214852064,0.8585783820422866,0.6823712122212221,0.8525438071487915,0.8380216309324852,0.8577939109002506,0.8038364719844445,0.8638770809352064,0.7906902785329228,0.8268807133598721,0.8683282724357425,0.6811478034605642,0.8096607018972233,0.8150560810418189,0.8219182270602456,1.0,0.8506314262946189
CATY,0.5337628502525328,0.64070178442857,0.6225033372283478,0.6293095960136644,0.5601664066651971,0.5936087260984813,0.7903470687589452,0.780854746210601,0.8181162859942319,0.6909375945358016,0.43039522585049467,0.5164684672672243,0.676062832360588,0.703880640291854,0.8264498420786,0.797635006772039,0.8144463253799678,0.8051664721306587,0.8435991150970199,0.8186156497235272,0.7146583575439056,0.6996566486580652,0.436688744165974,0.8207278279929443,0.7093128556133781,0.8144097680401352,0.7421835046395534,0.8154225512372517,0.8274930656364473,0.7956070598221509,0.8161972076528862,0.8075335750169845,0.8676611199550294,0.8629826407128126,0.7316921979941216,0.8425030043971604,0.8437065392052968,0.8764983211352494,0.8304678961351126,0.8728452222615259,0.7929433455808581,0.8668670917538666,0.8667270666890852,0.6472059314046502,0.8087465654939914,0.8672293432430881,0.8392861075379685,0.8506314262946189,1.0
