shocked_bank_idx,shock_magnitude,num_defaults,min_ccp_capital,leverage_ratio,lcr,stock_volatility,cds_spread,distance_to_default,prob_default_1y,equity,total_assets,scenario_id
47,0.5,16,475.2115941265722,8.034749034749035,0.612565445026178,0.29,165.5,68.4920733755569,1e-06,2.59,20.81,56
34,0.4,16,475.2115941265722,10.07421875,0.3687943262411348,0.36,207.89,55.03898639908706,1e-06,5.12,51.58,57
39,0.3,16,475.2115941265722,7.0123022847100165,0.7518796992481203,0.34,120.65,60.15836456850821,1e-06,5.69,39.9,58
34,0.1,16,475.2115941265722,10.07421875,0.3687943262411348,0.36,207.89,55.03898639908706,1e-06,5.12,51.58,59
34,0.5,16,475.2115941265722,10.07421875,0.3687943262411348,0.36,207.89,55.03898639908706,1e-06,5.12,51.58,60
46,0.3,16,475.2115941265722,8.087719298245615,0.7916666666666666,0.3,196.34,65.69453481004203,1e-06,2.85,23.05,61
0,0.5,17,955.5487941265727,11.610424643230074,1.183623540988984,0.26,134.66,76.90454324234636,1e-06,344.76,4002.81,62
25,0.3,0,0.0,12.125382262996942,1.5101171458998934,0.34,251.24,57.47244187328335,1e-06,6.54,79.3,63
8,0.2,16,475.2115941265722,8.341394472361808,0.5798770116446421,0.28,213.12,69.7787068433961,1e-06,63.68,531.18,64
41,0.4,17,476.48260356591123,5.551301684532925,1.2690058479532162,0.64,135.17,33.01765674839801,1e-06,6.53,36.25,65
12,0.3,0,0.0,13.945519147256219,2.6284430552842357,0.29,283.49,66.31603325300857,1e-06,25.33,353.24,66
31,0.1,0,0.0,8.446372239747634,1.5086805555555556,0.34,193.44,58.40543888862131,1e-06,6.34,53.55,67
31,0.4,0,0.0,8.446372239747634,1.5086805555555556,0.34,193.44,58.40543888862131,1e-06,6.34,53.55,68
29,0.5,16,475.2115941265722,8.399193548387096,0.30858806404657935,0.32,265.71,60.721454597648425,1e-06,7.44,62.49,69
22,0.5,0,0.0,14.506535947712418,1.165129151291513,0.37,350.29,51.99809952178469,1e-06,6.12,88.78,70
14,0.3,0,0.0,8.969896907216496,1.5396769662921348,0.33,248.8,59.133272719977015,1e-06,24.25,217.52,71
28,0.4,0,0.0,10.233438485804417,1.1934604904632153,0.32,208.21,61.61137973308403,1e-06,6.34,64.88,72
12,0.3,0,0.0,13.945519147256219,2.6284430552842357,0.29,283.49,66.31603325300857,1e-06,25.33,353.24,73
21,0.4,0,0.0,7.205066344993969,1.267094017094017,0.39,188.99,51.3980591224308,1e-06,16.58,119.46,74
1,0.2,0,0.0,11.035052104479632,1.104218191810937,0.28,225.45,69.44730250999262,1e-06,295.56,3261.52,75
44,0.1,0,0.0,9.118694362017804,1.1013071895424837,0.32,218.53,61.43168325664003,1e-06,3.37,30.73,76
5,0.4,16,475.2115941265722,11.626351545306669,0.5054034945965054,0.31,151.52,64.68582658029723,1e-06,104.51,1215.07,77
27,0.4,16,475.2115941265722,9.8419689119171,0.6255707762557078,0.35,174.46,57.13310764897107,1e-06,7.72,75.98,78
43,0.4,0,0.0,9.667673716012084,3.873065015479876,0.24,110.49,84.03180726861463,1e-06,3.31,32.0,79
29,0.3,16,475.2115941265722,8.399193548387096,0.30858806404657935,0.32,265.71,60.721454597648425,1e-06,7.44,62.49,80
27,0.1,16,475.2115941265722,9.8419689119171,0.6255707762557078,0.35,174.46,57.13310764897107,1e-06,7.72,75.98,81
38,0.1,0,0.0,9.331887201735357,1.229580573951435,0.32,284.74,60.44003849135297,1e-06,4.61,43.02,82
0,0.1,0,0.0,11.610424643230074,1.183623540988984,0.26,134.66,76.90454324234636,1e-06,344.76,4002.81,83
26,0.1,16,475.2115941265722,8.656078860898138,0.2305986696230599,0.37,257.98,52.99656674391285,1e-06,9.13,79.03,84
12,0.1,0,0.0,13.945519147256219,2.6284430552842357,0.29,283.49,66.31603325300857,1e-06,25.33,353.24,85
2,0.3,0,0.0,11.279721955896452,1.22021855245749,0.32,347.94,59.770146602351005,1e-06,208.6,2352.95,86
8,0.5,16,475.2115941265722,8.341394472361808,0.5798770116446421,0.28,213.12,69.7787068433961,1e-06,63.68,531.18,87
32,0.3,0,0.0,8.178849144634526,1.5871886120996441,0.37,149.64,54.83263134241416,1e-06,6.43,52.59,88
41,0.4,17,476.48260356591123,5.551301684532925,1.2690058479532162,0.64,135.17,33.01765674839801,1e-06,6.53,36.25,89
23,0.3,16,475.2115941265722,9.3140589569161,0.9430379746835442,0.33,220.74,59.60419291609816,1e-06,8.82,82.15,90
31,0.1,0,0.0,8.446372239747634,1.5086805555555556,0.34,193.44,58.40543888862131,1e-06,6.34,53.55,91
48,0.1,0,0.0,5.621428571428572,4.13953488372093,0.27,102.38,75.53159679097345,1e-06,2.8,15.74,92
11,0.2,0,0.0,10.06921587608906,2.492610010077259,0.23,122.74,86.81432755140413,1e-06,41.32,416.06,93
2,0.1,0,0.0,11.279721955896452,1.22021855245749,0.32,347.94,59.770146602351005,1e-06,208.6,2352.95,94
36,0.1,0,0.0,8.953153153153153,2.6860902255639094,0.27,166.42,73.29245818015687,1e-06,5.55,49.69,95
16,0.3,0,0.0,7.1684464347227,1.342606707317073,0.26,150.76,76.3496870573496,1e-06,29.03,208.1,96
48,0.2,0,0.0,5.621428571428572,4.13953488372093,0.27,102.38,75.53159679097345,1e-06,2.8,15.74,97
1,0.4,0,0.0,11.035052104479632,1.104218191810937,0.28,225.45,69.44730250999262,1e-06,295.56,3261.52,98
22,0.5,0,0.0,14.506535947712418,1.165129151291513,0.37,350.29,51.99809952178469,1e-06,6.12,88.78,99
31,0.1,0,0.0,8.446372239747634,1.5086805555555556,0.34,193.44,58.40543888862131,1e-06,6.34,53.55,100
0,0.3,0,0.0,11.610424643230074,1.183623540988984,0.26,134.66,76.90454324234636,1e-06,344.76,4002.81,101
1,0.5,0,0.0,11.035052104479632,1.104218191810937,0.28,225.45,69.44730250999262,1e-06,295.56,3261.52,102
43,0.2,0,0.0,9.667673716012084,3.873065015479876,0.24,110.49,84.03180726861463,1e-06,3.31,32.0,103
31,0.4,0,0.0,8.446372239747634,1.5086805555555556,0.34,193.44,58.40543888862131,1e-06,6.34,53.55,104
10,0.3,17,514.4142118699201,9.918147995039272,1.7878136200716845,0.25,80.22,82.43557329499998,1e-06,48.38,479.84,105
16,0.5,0,0.0,7.1684464347227,1.342606707317073,0.26,150.76,76.3496870573496,1e-06,29.03,208.1,106
33,0.3,0,0.0,13.466666666666669,4.274111675126904,0.29,176.67,68.1684713407309,1e-06,3.9,52.52,107
47,0.1,16,475.2115941265722,8.034749034749035,0.612565445026178,0.29,165.5,68.4920733755569,1e-06,2.59,20.81,108
8,0.4,16,475.2115941265722,8.341394472361808,0.5798770116446421,0.28,213.12,69.7787068433961,1e-06,63.68,531.18,109
5,0.5,16,475.2115941265722,11.626351545306669,0.5054034945965054,0.31,151.52,64.68582658029723,1e-06,104.51,1215.07,110
2,0.4,0,0.0,11.279721955896452,1.22021855245749,0.32,347.94,59.770146602351005,1e-06,208.6,2352.95,111
35,0.3,0,0.0,14.52737752161383,2.875,0.32,179.18,62.12196359363937,1e-06,3.47,50.41,112
25,0.3,0,0.0,12.125382262996942,1.5101171458998934,0.34,251.24,57.47244187328335,1e-06,6.54,79.3,113
18,0.4,0,0.0,13.801438848920863,1.1352189074002326,0.33,488.98,56.93800088979721,1e-06,13.9,191.84,114
31,0.4,0,0.0,8.446372239747634,1.5086805555555556,0.34,193.44,58.40543888862131,1e-06,6.34,53.55,115
40,0.1,0,0.0,5.318548387096774,3.4625668449197855,0.26,139.41,76.6780515720738,1e-06,7.44,39.57,116
39,0.2,16,475.2115941265722,7.0123022847100165,0.7518796992481203,0.34,120.65,60.15836456850821,1e-06,5.69,39.9,117
39,0.1,16,475.2115941265722,7.0123022847100165,0.7518796992481203,0.34,120.65,60.15836456850821,1e-06,5.69,39.9,118
10,0.4,17,514.4142118699201,9.918147995039272,1.7878136200716845,0.25,80.22,82.43557329499998,1e-06,48.38,479.84,119
24,0.2,16,475.2115941265722,12.061102831594637,0.8876170655567117,0.43,351.57,45.11033178849223,1e-06,6.71,80.93,120
22,0.2,0,0.0,14.506535947712418,1.165129151291513,0.37,350.29,51.99809952178469,1e-06,6.12,88.78,121
34,0.4,16,475.2115941265722,10.07421875,0.3687943262411348,0.36,207.89,55.03898639908706,1e-06,5.12,51.58,122
15,0.2,0,0.0,10.841649694501019,2.0753521126760566,0.29,141.79,69.15070040354958,1e-06,19.64,212.93,123
47,0.1,16,475.2115941265722,8.034749034749035,0.612565445026178,0.29,165.5,68.4920733755569,1e-06,2.59,20.81,124
48,0.2,0,0.0,5.621428571428572,4.13953488372093,0.27,102.38,75.53159679097345,1e-06,2.8,15.74,125
0,0.4,17,955.5487941265727,11.610424643230074,1.183623540988984,0.26,134.66,76.90454324234636,1e-06,344.76,4002.81,126
4,0.5,16,475.2115941265722,13.737459016393442,0.7632268203247774,0.32,208.2,61.54854576393936,1e-06,122.0,1675.97,127
31,0.3,0,0.0,8.446372239747634,1.5086805555555556,0.34,193.44,58.40543888862131,1e-06,6.34,53.55,128
8,0.1,16,475.2115941265722,8.341394472361808,0.5798770116446421,0.28,213.12,69.7787068433961,1e-06,63.68,531.18,129
34,0.3,16,475.2115941265722,10.07421875,0.3687943262411348,0.36,207.89,55.03898639908706,1e-06,5.12,51.58,130
47,0.3,16,475.2115941265722,8.034749034749035,0.612565445026178,0.29,165.5,68.4920733755569,1e-06,2.59,20.81,131
19,0.1,16,475.2115941265722,10.295379537953794,0.9210310965630115,0.31,231.99,62.96966840264663,1e-06,18.18,187.17,132
23,0.4,16,475.2115941265722,9.3140589569161,0.9430379746835442,0.33,220.74,59.60419291609816,1e-06,8.82,82.15,133
10,0.1,0,0.0,9.918147995039272,1.7878136200716845,0.25,80.22,82.43557329499998,1e-06,48.38,479.84,134
7,0.4,16,475.2115941265722,10.291069459757441,0.6692326196776521,0.25,156.68,79.1393280279391,1e-06,54.42,560.04,135
37,0.4,0,0.0,7.717460317460318,1.0589390962671905,0.31,223.5,63.14652992797552,1e-06,6.3,48.62,136
34,0.1,16,475.2115941265722,10.07421875,0.3687943262411348,0.36,207.89,55.03898639908706,1e-06,5.12,51.58,137
34,0.1,16,475.2115941265722,10.07421875,0.3687943262411348,0.36,207.89,55.03898639908706,1e-06,5.12,51.58,138
28,0.2,0,0.0,10.233438485804417,1.1934604904632153,0.32,208.21,61.61137973308403,1e-06,6.34,64.88,139
45,0.2,0,0.0,14.13173652694611,1.1148936170212767,0.27,213.36,72.13389794498462,1e-06,1.67,23.6,140
1,0.3,0,0.0,11.035052104479632,1.104218191810937,0.28,225.45,69.44730250999262,1e-06,295.56,3261.52,141
15,0.5,17,489.4842141386783,10.841649694501019,2.0753521126760566,0.29,141.79,69.15070040354958,1e-06,19.64,212.93,142
40,0.4,0,0.0,5.318548387096774,3.4625668449197855,0.26,139.41,76.6780515720738,1e-06,7.44,39.57,143
32,0.4,0,0.0,8.178849144634526,1.5871886120996441,0.37,149.64,54.83263134241416,1e-06,6.43,52.59,144
32,0.5,17,477.4088283345463,8.178849144634526,1.5871886120996441,0.37,149.64,54.83263134241416,1e-06,6.43,52.59,145
47,0.4,16,475.2115941265722,8.034749034749035,0.612565445026178,0.29,165.5,68.4920733755569,1e-06,2.59,20.81,146
7,0.3,16,475.2115941265722,10.291069459757441,0.6692326196776521,0.25,156.68,79.1393280279391,1e-06,54.42,560.04,147
16,0.1,0,0.0,7.1684464347227,1.342606707317073,0.26,150.76,76.3496870573496,1e-06,29.03,208.1,148
47,0.4,16,475.2115941265722,8.034749034749035,0.612565445026178,0.29,165.5,68.4920733755569,1e-06,2.59,20.81,149
21,0.5,0,0.0,7.205066344993969,1.267094017094017,0.39,188.99,51.3980591224308,1e-06,16.58,119.46,150
7,0.3,16,475.2115941265722,10.291069459757441,0.6692326196776521,0.25,156.68,79.1393280279391,1e-06,54.42,560.04,151
26,0.2,16,475.2115941265722,8.656078860898138,0.2305986696230599,0.37,257.98,52.99656674391285,1e-06,9.13,79.03,152
20,0.1,0,0.0,8.797539149888145,1.7322515212981744,0.29,180.17,68.19801613260007,1e-06,17.88,157.3,153
27,0.1,16,475.2115941265722,9.8419689119171,0.6255707762557078,0.35,174.46,57.13310764897107,1e-06,7.72,75.98,154
4,0.4,16,475.2115941265722,13.737459016393442,0.7632268203247774,0.32,208.2,61.54854576393936,1e-06,122.0,1675.97,155
47,0.3,16,475.2115941265722,8.034749034749035,0.612565445026178,0.29,165.5,68.4920733755569,1e-06,2.59,20.81,156
3,0.3,0,0.0,10.774006252791423,1.1125191307009488,0.29,203.96,67.70550377665634,1e-06,179.12,1929.84,157
48,0.1,0,0.0,5.621428571428572,4.13953488372093,0.27,102.38,75.53159679097345,1e-06,2.8,15.74,158
43,0.4,0,0.0,9.667673716012084,3.873065015479876,0.24,110.49,84.03180726861463,1e-06,3.31,32.0,159
29,0.5,16,475.2115941265722,8.399193548387096,0.30858806404657935,0.32,265.71,60.721454597648425,1e-06,7.44,62.49,160
45,0.5,0,0.0,14.13173652694611,1.1148936170212767,0.27,213.36,72.13389794498462,1e-06,1.67,23.6,161
5,0.3,16,475.2115941265722,11.626351545306669,0.5054034945965054,0.31,151.52,64.68582658029723,1e-06,104.51,1215.07,162
40,0.5,0,0.0,5.318548387096774,3.4625668449197855,0.26,139.41,76.6780515720738,1e-06,7.44,39.57,163
23,0.5,16,475.2115941265722,9.3140589569161,0.9430379746835442,0.33,220.74,59.60419291609816,1e-06,8.82,82.15,164
48,0.5,0,0.0,5.621428571428572,4.13953488372093,0.27,102.38,75.53159679097345,1e-06,2.8,15.74,165
30,0.3,0,0.0,11.494274809160304,1.5439882697947211,0.4,358.15,48.270128306749626,1e-06,5.24,60.23,166
32,0.4,0,0.0,8.178849144634526,1.5871886120996441,0.37,149.64,54.83263134241416,1e-06,6.43,52.59,167
20,0.1,0,0.0,8.797539149888145,1.7322515212981744,0.29,180.17,68.19801613260007,1e-06,17.88,157.3,168
2,0.2,0,0.0,11.279721955896452,1.22021855245749,0.32,347.94,59.770146602351005,1e-06,208.6,2352.95,169
24,0.2,16,475.2115941265722,12.061102831594637,0.8876170655567117,0.43,351.57,45.11033178849223,1e-06,6.71,80.93,170
30,0.2,0,0.0,11.494274809160304,1.5439882697947211,0.4,358.15,48.270128306749626,1e-06,5.24,60.23,171
2,0.2,0,0.0,11.279721955896452,1.22021855245749,0.32,347.94,59.770146602351005,1e-06,208.6,2352.95,172
31,0.2,0,0.0,8.446372239747634,1.5086805555555556,0.34,193.44,58.40543888862131,1e-06,6.34,53.55,173
26,0.2,16,475.2115941265722,8.656078860898138,0.2305986696230599,0.37,257.98,52.99656674391285,1e-06,9.13,79.03,174
1,0.2,0,0.0,11.035052104479632,1.104218191810937,0.28,225.45,69.44730250999262,1e-06,295.56,3261.52,175
16,0.1,0,0.0,7.1684464347227,1.342606707317073,0.26,150.76,76.3496870573496,1e-06,29.03,208.1,176
8,0.3,16,475.2115941265722,8.341394472361808,0.5798770116446421,0.28,213.12,69.7787068433961,1e-06,63.68,531.18,177
47,0.5,16,475.2115941265722,8.034749034749035,0.612565445026178,0.29,165.5,68.4920733755569,1e-06,2.59,20.81,178
41,0.2,0,0.0,5.551301684532925,1.2690058479532162,0.64,135.17,33.01765674839801,1e-06,6.53,36.25,179
34,0.2,16,475.2115941265722,10.07421875,0.3687943262411348,0.36,207.89,55.03898639908706,1e-06,5.12,51.58,180
24,0.5,16,475.2115941265722,12.061102831594637,0.8876170655567117,0.43,351.57,45.11033178849223,1e-06,6.71,80.93,181
6,0.1,0,0.0,11.579378627517926,1.3740142335064436,0.27,200.71,72.36540759810832,1e-06,58.58,678.32,182
35,0.5,17,477.2792137456798,14.52737752161383,2.875,0.32,179.18,62.12196359363937,1e-06,3.47,50.41,183
19,0.1,16,475.2115941265722,10.295379537953794,0.9210310965630115,0.31,231.99,62.96966840264663,1e-06,18.18,187.17,184
7,0.4,16,475.2115941265722,10.291069459757441,0.6692326196776521,0.25,156.68,79.1393280279391,1e-06,54.42,560.04,185
22,0.4,0,0.0,14.506535947712418,1.165129151291513,0.37,350.29,51.99809952178469,1e-06,6.12,88.78,186
33,0.2,0,0.0,13.466666666666669,4.274111675126904,0.29,176.67,68.1684713407309,1e-06,3.9,52.52,187
31,0.3,0,0.0,8.446372239747634,1.5086805555555556,0.34,193.44,58.40543888862131,1e-06,6.34,53.55,188
24,0.2,16,475.2115941265722,12.061102831594637,0.8876170655567117,0.43,351.57,45.11033178849223,1e-06,6.71,80.93,189
21,0.2,0,0.0,7.205066344993969,1.267094017094017,0.39,188.99,51.3980591224308,1e-06,16.58,119.46,190
21,0.1,0,0.0,7.205066344993969,1.267094017094017,0.39,188.99,51.3980591224308,1e-06,16.58,119.46,191
41,0.3,17,476.48260356591123,5.551301684532925,1.2690058479532162,0.64,135.17,33.01765674839801,1e-06,6.53,36.25,192
36,0.1,0,0.0,8.953153153153153,2.6860902255639094,0.27,166.42,73.29245818015687,1e-06,5.55,49.69,193
7,0.5,16,475.2115941265722,10.291069459757441,0.6692326196776521,0.25,156.68,79.1393280279391,1e-06,54.42,560.04,194
43,0.4,0,0.0,9.667673716012084,3.873065015479876,0.24,110.49,84.03180726861463,1e-06,3.31,32.0,195
4,0.4,16,475.2115941265722,13.737459016393442,0.7632268203247774,0.32,208.2,61.54854576393936,1e-06,122.0,1675.97,196
5,0.5,16,475.2115941265722,11.626351545306669,0.5054034945965054,0.31,151.52,64.68582658029723,1e-06,104.51,1215.07,197
31,0.4,0,0.0,8.446372239747634,1.5086805555555556,0.34,193.44,58.40543888862131,1e-06,6.34,53.55,198
29,0.3,16,475.2115941265722,8.399193548387096,0.30858806404657935,0.32,265.71,60.721454597648425,1e-06,7.44,62.49,199
39,0.4,16,475.2115941265722,7.0123022847100165,0.7518796992481203,0.34,120.65,60.15836456850821,1e-06,5.69,39.9,200
15,0.5,17,489.4842141386783,10.841649694501019,2.0753521126760566,0.29,141.79,69.15070040354958,1e-06,19.64,212.93,201
41,0.3,17,476.48260356591123,5.551301684532925,1.2690058479532162,0.64,135.17,33.01765674839801,1e-06,6.53,36.25,202
16,0.3,0,0.0,7.1684464347227,1.342606707317073,0.26,150.76,76.3496870573496,1e-06,29.03,208.1,203
27,0.2,16,475.2115941265722,9.8419689119171,0.6255707762557078,0.35,174.46,57.13310764897107,1e-06,7.72,75.98,204
25,0.5,0,0.0,12.125382262996942,1.5101171458998934,0.34,251.24,57.47244187328335,1e-06,6.54,79.3,205
25,0.5,0,0.0,12.125382262996942,1.5101171458998934,0.34,251.24,57.47244187328335,1e-06,6.54,79.3,206
22,0.1,0,0.0,14.506535947712418,1.165129151291513,0.37,350.29,51.99809952178469,1e-06,6.12,88.78,207
11,0.5,17,508.13203010476917,10.06921587608906,2.492610010077259,0.23,122.74,86.81432755140413,1e-06,41.32,416.06,208
0,0.2,0,0.0,11.610424643230074,1.183623540988984,0.26,134.66,76.90454324234636,1e-06,344.76,4002.81,209
0,0.2,0,0.0,11.610424643230074,1.183623540988984,0.26,134.66,76.90454324234636,1e-06,344.76,4002.81,210
31,0.1,0,0.0,8.446372239747634,1.5086805555555556,0.34,193.44,58.40543888862131,1e-06,6.34,53.55,211
39,0.5,16,475.2115941265722,7.0123022847100165,0.7518796992481203,0.34,120.65,60.15836456850821,1e-06,5.69,39.9,212
0,0.5,17,955.5487941265727,11.610424643230074,1.183623540988984,0.26,134.66,76.90454324234636,1e-06,344.76,4002.81,213
38,0.5,0,0.0,9.331887201735357,1.229580573951435,0.32,284.74,60.44003849135297,1e-06,4.61,43.02,214
21,0.5,0,0.0,7.205066344993969,1.267094017094017,0.39,188.99,51.3980591224308,1e-06,16.58,119.46,215
2,0.4,0,0.0,11.279721955896452,1.22021855245749,0.32,347.94,59.770146602351005,1e-06,208.6,2352.95,216
25,0.3,0,0.0,12.125382262996942,1.5101171458998934,0.34,251.24,57.47244187328335,1e-06,6.54,79.3,217
36,0.1,0,0.0,8.953153153153153,2.6860902255639094,0.27,166.42,73.29245818015687,1e-06,5.55,49.69,218
28,0.4,0,0.0,10.233438485804417,1.1934604904632153,0.32,208.21,61.61137973308403,1e-06,6.34,64.88,219
4,0.1,16,475.2115941265722,13.737459016393442,0.7632268203247774,0.32,208.2,61.54854576393936,1e-06,122.0,1675.97,220
29,0.4,16,475.2115941265722,8.399193548387096,0.30858806404657935,0.32,265.71,60.721454597648425,1e-06,7.44,62.49,221
4,0.4,16,475.2115941265722,13.737459016393442,0.7632268203247774,0.32,208.2,61.54854576393936,1e-06,122.0,1675.97,222
