,JPM,BAC,C,WFC,GS,MS,USB,PNC,TFC,COF,SCHW,BK,STT,AXP,CFG,FITB,MTB,HBAN,ALLY,KEY,RF,SYF,ZION,FHN,WAL,CMA,WBS,EWBC,WTFC,VLY,SNV,ONB,PNFP,CFR,COLB,UMBF,BOKF,FNB,ASB,SF,PB,SOFI,HWC,CBSH,TCBI,BOH,CATY,WSFS,IBOC
SNV,0.6134295807224202,0.484424994762891,0.33176212789136506,0.26328327292183457,0.22319779135370663,0.15280725281021823,0.07618797210581743,0.06042856960103771,0.056666555553214606,0.051379620878737556,0.050064923902465135,0.042042068029094215,0.03436103457175407,0.024757684383745707,0.01872717745173955,0.018227293888203242,0.017703737256488623,0.017286104151080943,0.015960567283080394,0.015465676259395385,0.012366942209312611,0.008633988665032007,0.005808968389324224,0.005228141562182415,0.005122578144233827,0.004982201432748011,0.004959023009229566,0.0046986875331754266,0.00377598578320663,0.0035828078698606903,0.003402075491807813,0.0028796056793064296,0.0028060463752266063,0.002800698393717981,0.0027290922126233822,0.0026405180278408335,0.0025863211542541302,0.0025062240347235843,0.0020961741204486837,0.0018748834040089068,0.0018517992448791722,0.0016231821884042518,0.0015442547883300504,0.0013408646396746145,0.0012589542869441753,0.0008231937575784007,0.0007914761652194585,0.0006655056036652602,0.0004020251440267751
ONB,0.5192228416907302,0.41002998595306,0.2808121424569283,0.22284984851092418,0.18892044845520217,0.12934005553112954,0.06448749232609478,0.05114832185074332,0.04796405476324686,0.04348905497226449,0.04237626106496959,0.035585506011812484,0.029084078392125554,0.02095555161241483,0.015851172814143673,0.015428058291253948,0.014984906264276784,0.014631410680450312,0.013509441605273759,0.013090552898696628,0.010467703349718239,0.007308033832512611,0.004916862781290246,0.004425235762971991,0.004335884124954628,0.004217065604727697,0.004197446780818056,0.003977092024677096,0.003196093129763032,0.0030325822912390062,0.002879605679306427,0.0024373735645376645,0.00237511104558294,0.002370584374154823,0.0023099750295797325,0.0022350035228762668,0.002189129871525282,0.002121333574573128,0.0017742566020637184,0.001586950351696195,0.0015674113156306918,0.0013739038594332183,0.001307097643623531,0.0011349429020272627,0.001065611837068669,0.000696772727471937,0.0006699261277093307,0.0005633013495848065,0.000340284597079389
PNFP,0.5059593344086095,0.39955580171481025,0.27363881802409473,0.21715716638831306,0.18409449022950528,0.12603607382874354,0.06284016432856743,0.04984174193001696,0.04673881669867941,0.04237813043081153,0.04129376275770317,0.034676477016499604,0.028341127861883853,0.020420243669283782,0.015446255832128893,0.015033949736960192,0.014602117994194249,0.014257652427681755,0.013164343965644759,0.012756155738638194,0.010200306678273716,0.007121350674198765,0.004791261902306427,0.004312193458099277,0.004225124300755634,0.004109340990426536,0.004090223327854374,0.003875497516894658,0.003114449178270239,0.0029551152114539506,0.0028060463752266063,0.002375111045582942,0.002314439017853276,0.0023100279798962424,0.0022509668963347058,0.0021779105309641506,0.0021332087184844483,0.0020671442726877595,0.0017289333545632934,0.0015464118278563214,0.001527371914953999,0.0013388075917397785,0.0012737079355394439,0.0011059508734855054,0.001038390865212248,0.0006789737221070846,0.0006528129166564003,0.0005489118602319926,0.00033159205339880043
CFR,0.5049950377425164,0.3987942971801383,0.27311729587401373,0.21674329136452042,0.18374362862640448,0.1257958644729016,0.06272039865405997,0.049746749660269506,0.04664973822526344,0.042297362892571605,0.041215061891744766,0.03461038788857008,0.028287113135300194,0.02038132518008521,0.015416817155955534,0.015005296865822816,0.014574288141591259,0.014230479084356849,0.013139254334652552,0.012731844064528436,0.01018086614016311,0.007107778250001401,0.004782130342584986,0.004303974944293115,0.004217071730124024,0.004101509088636366,0.004082427861993,0.0038681112921907256,0.0031085134187040426,0.0029494831229588216,0.002800698393717981,0.002370584374154825,0.0023100279798962424,0.002305625348838552,0.0022466768284853623,0.0021737596996201404,0.002129143083332723,0.002063204548297031,0.0017256382188551023,0.001543464555874964,0.0015244609307200668,0.0013362559880644282,0.0012712804038540117,0.0011038430662614104,0.0010364118191084814,0.0006776796811593907,0.0006515687350071971,0.0005478657013002292,0.0003309600794636438
COLB,0.4920836988402007,0.3885982201132804,0.2661344352445765,0.21120175950685982,0.179045807691486,0.12257960903011535,0.061116809979741546,0.04847486162940159,0.04545703228774929,0.041215935262269486,0.04016130573140096,0.033725495138796614,0.02756388918860426,0.01986023056130491,0.01502265139942573,0.014621652555117182,0.01420166354255108,0.013866644740514984,0.012803319616567428,0.0124063257103216,0.009920569299143898,0.006926051842869718,0.004659864377746649,0.0041939341023449275,0.004109252765156754,0.003996644743649846,0.003978051371669301,0.0037692142891060884,0.003029037251154555,0.0028740729241627716,0.002729092212623383,0.002309975029579735,0.002250966896334706,0.0022466768284853627,0.0021892354602172166,0.002118182622468143,0.0020747067307631626,0.0020104540633280195,0.001681518379646332,0.0015040023978828796,0.0014854846433334527,0.0013020915851838096,0.0012387772485608288,0.001075620824737645,0.0010099136097425155,0.000660353269260818,0.0006349099084305281,0.0005338582770410451,0.0003224983374073364
UMBF,0.4761128524657375,0.3759860517170367,0.25749689616278315,0.204347090549017,0.1732347777887031,0.11860122057897203,0.059133230386708355,0.046901583404719026,0.04398169936975637,0.0398782494746586,0.038857848523723065,0.03263091569421448,0.026669288045035617,0.019215655884266023,0.014535083007701262,0.014147098800849479,0.013740740762067846,0.013416595179023735,0.012387780855252448,0.012003671604001682,0.00959859178069069,0.006701263031078655,0.004508625923235288,0.004057817670504081,0.003975884712565625,0.00386693144616696,0.0038489415322732904,0.003646882371780589,0.0029307281856140086,0.002780793310859194,0.002640518027840834,0.0022350035228762694,0.002177910530964151,0.002173759699620141,0.002118182622468143,0.002049435843543686,0.0020073709857523457,0.0019452036738841006,0.0016269437782513588,0.001455189175051021,0.001437272424383263,0.0012598314885346722,0.0011985720534373665,0.0010407109608475246,0.000977136309558233,0.0006389211416754171,0.0006143035590776279,0.0005165316138159604,0.0003120314769628798
BOKF,0.4663405927023036,0.36826890368001497,0.25221174886094305,0.20015284785969445,0.1696791181591749,0.11616691969892713,0.057919515434471304,0.045938924123471725,0.04307897097489658,0.03905974476351887,0.03806028763525847,0.03196116317056145,0.026121898473146915,0.018821252792954143,0.014236749101992317,0.013856728306407063,0.013458710803469755,0.013141218338110393,0.012133520522259796,0.011757295148458087,0.009401579808091564,0.006563718995576043,0.004416085964547284,0.003974530592359785,0.003894279315863059,0.003787562325204081,0.003769941655935463,0.0035720297781588017,0.0028705747220443643,0.00272371727428215,0.00258632115425413,0.002189129871525283,0.0021332087184844483,0.0021291430833327227,0.0020747067307631617,0.002007370985752345,0.00196616951300747,0.0019052781908908657,0.001593550608671424,0.0014253212843820563,0.0014077722766574583,0.0012339733322165745,0.0011739712526173023,0.001019350273364746,0.000957080497597195,0.0006258072269124226,0.0006016949224449074,0.0005059297552857949,0.0003056270024114002
FNB,0.45189824932426553,0.3568637932400674,0.24440087256574886,0.1939542106359192,0.16442423765577027,0.11256928618875171,0.05612577595889407,0.04451621778610523,0.04174483600803309,0.03785008329513931,0.03688157887239897,0.03097134135257226,0.025312915868288696,0.018238367665872307,0.013795843844471226,0.013427592109753767,0.013041901017036466,0.012734241140296698,0.011757751240088788,0.011393177384771646,0.009110417413032456,0.006360443782020757,0.004279321910795609,0.0038514412956533748,0.00377367536250833,0.0036702633456120624,0.003653188379977463,0.0034614057376612622,0.0027816744065306638,0.002639365063139793,0.0025062240347235847,0.0021213335745731304,0.00206714427268776,0.0020632045482970314,0.0020104540633280195,0.0019452036738841004,0.0019052781908908663,0.0018462726436703633,0.0015441991144183687,0.0013811797712150638,0.0013641742478010075,0.001195757772897701,0.0011376139287823858,0.000987781486729377,0.0009274401759030766,0.0006064262787364258,0.0005830607207160464,0.0004902613546246741,0.0002961618814601052
ASB,0.37796198671204073,0.298476368253919,0.20441380219382607,0.16222085146985157,0.13752235513396271,0.09415152883260404,0.046942889951221145,0.03723280216398647,0.034914853456851594,0.031657331491854686,0.030847286628202956,0.025904038633164084,0.02117140304340498,0.01525434030268014,0.011538669502753104,0.011230668404116205,0.010908081246767062,0.010650758412659991,0.0098340345965383,0.00952910962976761,0.0076198380284825265,0.005319794825090779,0.003579170783695762,0.0032212968427885852,0.003156254398756177,0.0030697618942721293,0.003055480608730653,0.0028950760295690676,0.0023265573315464296,0.0022075315945887636,0.002096174120448684,0.0017742566020637202,0.0017289333545632936,0.0017256382188551023,0.0016815183796463319,0.0016269437782513584,0.0015935506086714245,0.0015441991144183687,0.0012915486307753666,0.0011552013116128167,0.0011409781066673101,0.0010001166947351389,0.0009514859180730005,0.0008261679564368278,0.0007756992463791527,0.0005072072782940555,0.000487664620752842,0.00041004840332787743,0.0002477060561142265
SF,0.33806096989736606,0.2669665577248613,0.1828340697200905,0.14509538078826995,0.12300427660355612,0.0842120590786279,0.04198718248029991,0.0333021776106381,0.03122893211067894,0.028315303032451472,0.027590773683220587,0.023169378753578544,0.018936362117268783,0.013643956956437085,0.01032054529440753,0.010045059521247032,0.009756527522993538,0.009526369967648557,0.008795866755359297,0.008523132370324543,0.00681542039922708,0.004758190139357435,0.0032013217971741574,0.0028812282009463264,0.0028230522137118125,0.0027456906244972693,0.0027329169980182372,0.002589446147737576,0.00208094532168824,0.0019744849963293475,0.0018748834040089076,0.001586950351696197,0.001546411827856322,0.0015434645558749644,0.0015040023978828798,0.0014551891750510214,0.0014253212843820572,0.0013811797712150642,0.0011552013116128172,0.0010332480237703683,0.0010205263463848844,0.0008945355134094447,0.0008510386324974761,0.0007389503454588054,0.0006938095596882902,0.00045366198312881626,0.00043618242170459265,0.00036676006002556166,0.00022155600966090248
PB,0.3338986560126856,0.26367958079196985,0.18058295866394108,0.14330892043988558,0.12148980893656251,0.08317521349758696,0.04147022297246491,0.03289215063739438,0.030844431593605105,0.027966676040708863,0.02725106732662577,0.022884110013697927,0.018703211620806636,0.01347596823091517,0.010193475467359978,0.009921381562414868,0.009636402061637996,0.009409078279113837,0.008687569254069083,0.00841819286128645,0.006731506781614702,0.004699605793199375,0.003161906107839321,0.002845753605492812,0.0027882938994648943,0.002711884810673652,0.0026992684571352597,0.0025575640654681184,0.0020553240628710706,0.0019501745108041779,0.001851799244879173,0.0015674113156306938,0.0015273719149539997,0.0015244609307200673,0.0014854846433334527,0.0014372724243832634,0.0014077722766574592,0.001364174247801008,0.0011409781066673104,0.0010205263463848844,0.0010079613023263243,0.0008835217084471794,0.0008405603749289697,0.0007298521544315289,0.0006852671563327909,0.0004480763529038837,0.00043081200538393384,0.00036224439384068956,0.0002188281417987061
SOFI,0.29267662392165666,0.23112656524241734,0.15828877932811555,0.12561647151586466,0.10649107590025557,0.0729066746513406,0.03635044536506978,0.028831393684044693,0.0270364793120217,0.02451400201381577,0.023886740002677875,0.020058912905616563,0.016394174505039077,0.011812269426295343,0.008935022444959478,0.008696520360404907,0.008446723493384618,0.008247464358889199,0.007615030469813939,0.0073789104022901585,0.005900457049679998,0.004119407887835269,0.0027715475583241617,0.002494426206186571,0.0024440602868606096,0.0023770844133683203,0.002366025633426186,0.0022418156008274467,0.001801580500411459,0.0017094123669025793,0.0016231821884042518,0.0013739038594332196,0.0013388075917397785,0.0013362559880644282,0.0013020915851838094,0.0012598314885346718,0.0012339733322165748,0.0011957577728977007,0.0010001166947351387,0.0008945355134094443,0.0008835217084471788,0.0007744450183710545,0.0007367875500738349,0.0006397470030932136,0.0006006663225151033,0.00039275831712858137,0.0003776253692853975,0.0003175228899987306,0.00019181233768806067
HWC,0.27844519312254157,0.21988801234737956,0.15059197122946993,0.11950835772921127,0.10131293643325301,0.0693615801330579,0.03458290123804555,0.027429464214725825,0.025721827737785495,0.023322006156427547,0.022725244824793222,0.019083546212176193,0.015597006091481276,0.011237896616235109,0.008500556063906721,0.008273651167628763,0.008036000698838718,0.007846430560156036,0.007244748833678492,0.00702011012860936,0.005613546721617211,0.003919101257590862,0.0026367807745809385,0.00237313447655959,0.002325217605216747,0.002261498440429253,0.0022509773947938776,0.002132807087745471,0.0017139784641535042,0.0016262920155716257,0.00154425478833005,0.0013070976436235318,0.0012737079355394437,0.0012712804038540115,0.0012387772485608283,0.001198572053437366,0.0011739712526173023,0.0011376139287823854,0.0009514859180730002,0.0008510386324974755,0.0008405603749289691,0.0007367875500738348,0.0007009611800275136,0.0006086392395777392,0.0005714588610933779,0.0003736604037520471,0.0003592632970468782,0.00030208330696813795,0.00018248544313239972
CBSH,0.24177183478196107,0.19092708189933796,0.13075785859071362,0.10376819436510956,0.08796924900705998,0.06022613033497483,0.030028069045264286,0.023816794306669387,0.022334066594473716,0.020250319842131995,0.019732156535169607,0.01657009744044551,0.013542761279356328,0.009757779811273022,0.007380967913973568,0.007183948125343246,0.006977598038161542,0.006812995734436328,0.006290560086207222,0.006095508014097268,0.004874199749328636,0.0034029256929101804,0.00228949661022762,0.0020605745430470933,0.0020189686895875514,0.0019636418254076167,0.0019545064818286386,0.001851900106651361,0.0014882344112609254,0.0014120969375936215,0.0013408646396746143,0.0011349429020272635,0.0011059508734855051,0.0011038430662614102,0.0010756208247376445,0.0010407109608475242,0.001019350273364746,0.0009877814867293765,0.0008261679564368275,0.0007389503454588048,0.0007298521544315285,0.0006397470030932135,0.0006086392395777392,0.0005284768037214678,0.0004961933650194186,0.000324446475040216,0.0003119455772347061,0.0002622966285165743,0.00015845071668269992
TCBI,0.22700254660677166,0.17926378333702872,0.12277016020376731,0.09742923280914706,0.08259540887257132,0.056547053839584284,0.028193723016191247,0.022361880839012416,0.020969729570042676,0.019013274138864167,0.018526764242685706,0.015557868102774252,0.012715464980749035,0.00916169936992341,0.006930081472913909,0.006745097172359029,0.0065513525398420945,0.006396805414215728,0.005906284164322747,0.005723147376988448,0.004576446039570868,0.0031950487487546636,0.0021496365010339005,0.0019346987591280624,0.0018956345120556865,0.0018436874394120158,0.0018351101530691871,0.0017387717665721108,0.001397321576389285,0.00132583516677391,0.0012589542869441753,0.00106561183706867,0.0010383908652122481,0.0010364118191084814,0.0010099136097425152,0.0009771363095582328,0.0009570804975971952,0.0009274401759030765,0.0007756992463791527,0.00069380955968829,0.0006852671563327906,0.0006006663225151033,0.000571458861093378,0.0004961933650194187,0.00046588204771813823,0.0003046267822641123,0.0002928895357015385,0.0002462735276560644,0.00014877132496048969
BOH,0.14843039279422268,0.1172153976782737,0.0802758531780772,0.06370615445364378,0.05400674646699965,0.0369744812920754,0.01843505918404506,0.014621786434413512,0.013711499026756783,0.012432229465797797,0.012114114730666049,0.010172839503583804,0.008314274398529858,0.005990569958212743,0.004531379627658732,0.004410423749398526,0.004283739743707274,0.0041826858528816475,0.003861948209697181,0.003742200366840641,0.0029924055628845763,0.0020891498701812246,0.0014055850693427514,0.0012650435030287324,0.0012395005228999342,0.0012055338361280598,0.001199925396927684,0.0011369325152940993,0.0009136681219818393,0.0008669252284889332,0.0008231937575784009,0.0006967727274719376,0.0006789737221070847,0.0006776796811593908,0.000660353269260818,0.0006389211416754171,0.0006258072269124228,0.0006064262787364258,0.0005072072782940555,0.00045366198312881616,0.0004480763529038836,0.00039275831712858153,0.00037366040375204725,0.00032444647504021603,0.0003046267822641124,0.00019918663302675703,0.0001915119873293968,0.00016103112934733068,9.72772619976577e-05
CATY,0.1427113811411532,0.11269909739352967,0.0771828307104887,0.06125156120738235,0.051925870666735915,0.03554985736300763,0.0177247577672406,0.014058410124259608,0.013183196020621206,0.011953216617754602,0.011647358818975191,0.009780880777540026,0.007993926043473426,0.0057597537570655616,0.004356785918060528,0.004240490460515077,0.004118687579849278,0.0040215272876885895,0.0037131476413026156,0.003598013673649357,0.0028771084059972243,0.00200865508587422,0.0013514279843979185,0.001216301473857583,0.0011917426627945725,0.0011590847098595328,0.0011536923633915057,0.0010931265926571174,0.0008784645592997927,0.0008335226659090334,0.0007914761652194582,0.0006699261277093308,0.0006528129166564,0.0006515687350071968,0.0006349099084305276,0.0006143035590776275,0.0006016949224449073,0.000583060720716046,0.0004876646207528417,0.00043618242170459227,0.0004308120053839334,0.0003776253692853974,0.0003592632970468781,0.00031194557723470594,0.00029288953570153837,0.00019151198732939666,0.000184133045142282,0.0001548266122810647,9.352917655187866e-05
WSFS,0.11999757924474173,0.09476202081538948,0.06489848791635422,0.05150282346841855,0.04366140058599044,0.029891777319690102,0.014903702898541779,0.011820887510522833,0.011084971615674979,0.01005075451480548,0.00979357673996247,0.00822416549262713,0.0067216207019223555,0.004843037061004008,0.0036633641919402867,0.003565578204088267,0.003463161349118056,0.003381464992704388,0.0031221667450189736,0.003025357385479747,0.00241919068530973,0.001688959534377592,0.001136336046604113,0.0010227161374772333,0.0010020660824281867,0.0009746059368955936,0.0009700718309438601,0.0009191456482168483,0.0007386490112096337,0.0007008600250023436,0.0006655056036652604,0.0005633013495848072,0.0005489118602319928,0.0005478657013002293,0.0005338582770410451,0.0005165316138159604,0.0005059297552857951,0.0004902613546246741,0.0004100484033278775,0.0003667600600255616,0.00036224439384068945,0.0003175228899987307,0.0003020833069681381,0.0002622966285165744,0.00024627352765606444,0.00016103112934733068,0.0001548266122810648,0.00013018456221102642,7.864316556420095e-05
IBOC,0.07248931310726676,0.057244769776179524,0.03920451429409079,0.031112330097059656,0.02637540655153134,0.018057317648386324,0.009003174836274169,0.007140877518940596,0.0066963182365117535,0.006071558239537866,0.005916199770124059,0.004968134450655183,0.004060462475298533,0.0029256292678137533,0.0022130009255761324,0.0021539294081711754,0.002092060431195772,0.002042708495956189,0.0018860690705366353,0.0018275875243294404,0.0014614084063807038,0.0010202832197414155,0.0006864490100200813,0.0006178123823501238,0.0006053378948183411,0.00058874950111897,0.0005860104939817811,0.0005552465066722788,0.0004462103301329258,0.00042338238918255476,0.000402025144026775,0.00034028459707938924,0.0003315920533988003,0.0003309600794636437,0.0003224983374073362,0.0003120314769628796,0.0003056270024114001,0.000296161881460105,0.0002477060561142264,0.00022155600966090235,0.00021882814179870596,0.00019181233768806065,0.0001824854431323997,0.0001584507166826999,0.00014877132496048963,9.727726199765766e-05,9.352917655187867e-05,7.86431655642009e-05,4.750753380368538e-05
