Date,Ticker,Close,Log_Return,Volatility_30d,RSI,Market_Return,Market_Vol_30d,Market_Dispersion,Leverage_Ratio,Liquidity_Ratio,NPL_Ratio,Interbank_Ratio,Distance_to_Default,Implied_Asset_Volatility,Est_CDS_Spread
2025-02-07,BOKF,108.70913696289062,0.019404710135832084,0.24712604150185746,39.619484949745335,0.0038652298392187756,0.22444033919492853,211.5563148444303,8.953153153153153,0.2875830146910847,0.0,0.08151263987372387,73.29245818015687,0.2699999998921834,166.42
2025-02-10,BOKF,107.63319396972656,-0.009946752995333239,0.24712604150185746,39.619484949745335,0.0038652298392187756,0.22444033919492853,212.34844436034786,8.953153153153153,0.2875830146910847,0.0,0.08151263987372387,73.29245818015687,0.2699999998921834,166.42
2025-02-11,BOKF,110.36217498779295,0.025038362976300174,0.24712604150185746,39.619484949745335,-0.006718048186017733,0.22444033919492853,211.57775496060225,8.953153153153153,0.2875830146910847,0.0,0.08151263987372387,73.29245818015687,0.2699999998921834,166.42
2025-02-12,BOKF,107.94376373291016,-0.022157071938968854,0.24712604150185746,39.619484949745335,-0.0012556414852442632,0.22444033919492853,213.8148100245264,8.953153153153153,0.2875830146910847,0.0,0.08151263987372387,73.29245818015687,0.2699999998921834,166.42
2025-02-13,BOKF,108.81871795654295,0.008072974333484731,0.24712604150185746,39.619484949745335,0.010923352692297827,0.22444033919492853,214.44902899267242,8.953153153153153,0.2875830146910847,0.0,0.08151263987372387,73.29245818015687,0.2699999998921834,166.42
2025-02-14,BOKF,108.70074462890624,-0.0010847152507810864,0.24712604150185746,39.619484949745335,0.0013145569504184884,0.22444033919492853,215.8762468928284,8.953153153153153,0.2875830146910847,0.0,0.08151263987372387,73.29245818015687,0.2699999998921834,166.42
2025-02-18,BOKF,109.60518646240234,0.008286050715899378,0.24712604150185746,39.619484949745335,0.006848836073896081,0.22444033919492853,218.4290925692845,8.953153153153153,0.2875830146910847,0.0,0.08151263987372387,73.29245818015687,0.2699999998921834,166.42
2025-02-19,BOKF,108.9268569946289,-0.0062080748948335745,0.24712604150185746,39.619484949745335,-0.005160902592399985,0.22444033919492853,216.8779963826893,8.953153153153153,0.2875830146910847,0.0,0.08151263987372387,73.29245818015687,0.2699999998921834,166.42
2025-02-20,BOKF,107.49153137207033,-0.013264553706347626,0.24712604150185746,39.619484949745335,-0.00873576369936735,0.22444033919492853,214.11913447649,8.953153153153153,0.2875830146910847,0.0,0.08151263987372387,73.29245818015687,0.2699999998921834,166.42
2025-02-21,BOKF,106.36099243164062,-0.010573169326166382,0.24712604150185746,39.619484949745335,-0.019979763434066933,0.22444033919492853,213.12548300821817,8.953153153153153,0.2875830146910847,0.0,0.08151263987372387,73.29245818015687,0.2699999998921834,166.42
2025-02-24,BOKF,105.44670867919922,-0.008633202912550908,0.24712604150185746,39.619484949745335,-0.006271607024497916,0.22444033919492853,213.6383573139055,8.953153153153153,0.2875830146910847,0.0,0.08151263987372387,73.29245818015687,0.2699999998921834,166.42
2025-02-25,BOKF,104.94532775878906,-0.004766167750712258,0.24712604150185746,39.619484949745335,-0.007098063507324448,0.22444033919492853,212.26534720254247,8.953153153153153,0.2875830146910847,0.0,0.08151263987372387,73.29245818015687,0.2699999998921834,166.42
2025-02-26,BOKF,104.75852966308594,-0.0017815422892651692,0.24712604150185746,39.619484949745335,0.004631135369227213,0.22444033919492853,213.22794874139615,8.953153153153153,0.2875830146910847,0.0,0.08151263987372387,73.29245818015687,0.2699999998921834,166.42
2025-02-27,BOKF,105.80062866210938,0.009898477140807617,0.24712604150185746,39.619484949745335,-0.01955862615338244,0.22444033919492853,208.72311180764487,8.953153153153153,0.2875830146910847,0.0,0.08151263987372387,73.29245818015687,0.2699999998921834,166.42
2025-02-28,BOKF,107.1179656982422,0.01237424894234066,0.24712604150185746,44.80918546040303,0.009720686136597045,0.22444033919492853,211.6749361434567,8.953153153153153,0.2875830146910847,0.0,0.08151263987372387,73.29245818015687,0.2699999998921834,166.42
2025-03-03,BOKF,106.9115219116211,-0.0019291159638768415,0.24712604150185746,47.504125445197154,-0.02073945617733075,0.22444033919492853,208.28187451563713,8.953153153153153,0.2875830146910847,0.0,0.08151263987372387,73.29245818015687,0.2699999998921834,166.42
